"Time [s]"	"Current(EndConnection) [kA]"	"RingCurrent(EndConnection) [kA]"
0.0900000000000001	2.29405235052004	7.18238855432274
0.0910000000000001	1.50253744425266	8.90712387937105
0.0920000000000001	1.0173240319791	9.28017154743091
0.0930000000000001	0.292736411902881	9.30635104039438
0.0940000000000001	0.0764734402794038	9.21974149432331
0.0950000000000001	-0.113009889337708	8.19126262872495
0.0960000000000001	-0.910036209023665	7.46738271779945
0.0970000000000001	-1.55063612525962	6.44182473336016
0.0980000000000001	-1.82030988816163	4.72244456226541
0.0990000000000001	-1.87804482063874	3.08025656144928
0.1	-1.70479572573565	1.22547725845181
0.101	-1.69055023854495	-0.818775289588293
0.102	-1.64518076452317	-2.10309636115918
0.103	-1.77282166026098	-4.10102422362438
0.104	-1.80570093512062	-4.94300510665011
0.105	-1.31026623814623	-6.48212670113344
0.106	-0.57438473550554	-8.01968257164178
0.107	-1.03063713857332	-8.47979438693382
0.108	-0.284510095702693	-9.64854074318823
0.109	0.172857663103987	-9.98921764197884
0.11	-0.303676828032618	-9.86998996424165
0.111	0.321003085734228	-10.3347147182925
0.112	0.937071014602956	-10.2500714534655
